#SwissprotGeneID	Database_ID	E_value	Identity	Score	Annotation
T1_Unigene_BMK.54753	sp|Q84JH5|GMPP1_ORYSJ	0	341/361(94.46)	688	Probable mannose-1-phosphate guanylyltransferase 1 OS=Oryza sativa subsp. japonica GN=Os03g0268400 PE=2 SV=1
T1_Unigene_BMK.54800	sp|Q84KJ7|AMT21_ORYSJ	0	433/481(90.02)	884	Ammonium transporter 2 member 1 OS=Oryza sativa subsp. japonica GN=AMT2-1 PE=2 SV=1
T1_Unigene_BMK.54803	sp|Q05047|C72A1_CATRO	7.41449e-156	244/556(43.88)	463	Secologanin synthase OS=Catharanthus roseus GN=CYP72A1 PE=2 SV=1
T1_Unigene_BMK.54863	sp|Q651X6|CSLE6_ORYSJ	0	563/725(77.66)	1195	Cellulose synthase-like protein E6 OS=Oryza sativa subsp. japonica GN=CSLE6 PE=2 SV=1
T1_Unigene_BMK.54897	sp|Q9ZUY3|AROD3_ARATH	3.56696e-79	149/351(42.45)	259	Arogenate dehydratase 3, chloroplastic OS=Arabidopsis thaliana GN=ADT3 PE=1 SV=1
T1_Unigene_BMK.54948	sp|C5X2M4|THI42_SORBI	0	306/353(86.69)	588	Thiamine thiazole synthase 2, chloroplastic OS=Sorghum bicolor GN=THI1-2 PE=3 SV=1
T1_Unigene_BMK.55096	sp|Q5VRH4|HGD_ORYSJ	3.48836e-35	65/81(80.25)	139	Homogentisate 1,2-dioxygenase OS=Oryza sativa subsp. japonica GN=HGO PE=2 SV=1
T1_Unigene_BMK.55165	sp|A8QW51|OMT2_SORBI	2.23703e-148	216/366(59.02)	431	Probable O-methyltransferase 2 OS=Sorghum bicolor GN=OMT2 PE=2 SV=1
T1_Unigene_BMK.55174	sp|Q9M8L2|FBK30_ARATH	1.05883e-74	149/388(38.40)	240	F-box/kelch-repeat protein At1g80440 OS=Arabidopsis thaliana GN=At1g80440 PE=2 SV=1
T1_Unigene_BMK.55242	sp|Q9SX78|CXE2_ARATH	1.69309e-74	129/313(41.21)	249	Probable carboxylesterase 2 OS=Arabidopsis thaliana GN=CXE2 PE=2 SV=1
T1_Unigene_BMK.55275	sp|Q0E4A8|HS189_ORYSJ	1.37609e-78	129/186(69.35)	239	18.9 kDa heat shock protein OS=Oryza sativa subsp. japonica GN=HSP18.9 PE=2 SV=1
T1_Unigene_BMK.55276	sp|Q0JGI1|SPL2_ORYSJ	1.07618e-163	280/443(63.21)	487	Squamosa promoter-binding-like protein 2 OS=Oryza sativa subsp. japonica GN=SPL2 PE=2 SV=2
T1_Unigene_BMK.55337	sp|B9X287|C7346_ORYSJ	2.10302e-14	40/91(43.96)	75	Cytochrome P450 734A6 OS=Oryza sativa subsp. japonica GN=CYP734A6 PE=2 SV=1
T1_Unigene_BMK.55538	sp|Q5ZMJ9|SRRM1_CHICK	8.9329e-14	68/231(29.44)	77	Serine/arginine repetitive matrix protein 1 OS=Gallus gallus GN=SRRM1 PE=2 SV=1
T1_Unigene_BMK.55562	sp|Q9ZVI6|LOR8_ARATH	9.03635e-32	78/198(39.39)	121	Protein LURP-one-related 8 OS=Arabidopsis thaliana GN=At2g38640 PE=2 SV=1
T1_Unigene_BMK.55868	sp|Q9LEX0|P2A13_ARATH	3.97312e-104	159/296(53.72)	318	F-box protein PP2-A13 OS=Arabidopsis thaliana GN=PP2A13 PE=1 SV=1
T1_Unigene_BMK.55951	sp|Q9LY84|GDL76_ARATH	1.0211e-30	57/102(55.88)	117	GDSL esterase/lipase At5g14450 OS=Arabidopsis thaliana GN=At5g14450 PE=2 SV=1
T1_Unigene_BMK.55952	sp|Q9LIN2|GDL53_ARATH	1.24892e-96	152/285(53.33)	292	GDSL esterase/lipase At3g26430 OS=Arabidopsis thaliana GN=At3g26430 PE=2 SV=1
T1_Unigene_BMK.55990	sp|Q8W2B7|BX8_MAIZE	7.44409e-135	227/447(50.78)	405	DIMBOA UDP-glucosyltransferase BX8 OS=Zea mays GN=Bx8 PE=1 SV=1
T1_Unigene_BMK.56016	sp|A2X7U1|HOX24_ORYSI	6.06305e-90	162/263(61.60)	280	Homeobox-leucine zipper protein HOX24 OS=Oryza sativa subsp. indica GN=HOX24 PE=2 SV=2
T1_Unigene_BMK.56152	sp|Q9LY00|WRK70_ARATH	1.57301e-25	67/175(38.29)	109	Probable WRKY transcription factor 70 OS=Arabidopsis thaliana GN=WRKY70 PE=2 SV=1
T1_Unigene_BMK.56232	sp|P0C5E2|Y1839_ARATH	1.02588e-26	61/128(47.66)	108	Probable serine/threonine-protein kinase At1g18390 OS=Arabidopsis thaliana GN=At1g18390 PE=1 SV=2
T1_Unigene_BMK.56257	sp|B3SGL0|BCH_GENLU	2.83787e-110	181/339(53.39)	332	Beta-carotene 3-hydroxylase, chloroplastic OS=Gentiana lutea GN=BHY PE=2 SV=1
T1_Unigene_BMK.56286	sp|Q5W6R4|DRE2B_ORYSJ	7.42773e-101	188/362(51.93)	313	Dehydration-responsive element-binding protein 2B OS=Oryza sativa subsp. japonica GN=DREB2B PE=2 SV=2
T1_Unigene_BMK.56383	sp|Q95JC9|PRP_PIG	5.11589e-16	89/285(31.23)	84	Basic proline-rich protein OS=Sus scrofa PE=1 SV=2
T1_Unigene_BMK.56408	sp|Q8H8U5|IN21B_ORYSJ	2.35666e-144	199/243(81.89)	412	Protein IN2-1 homolog B OS=Oryza sativa subsp. japonica GN=GSTZ5 PE=2 SV=1
T1_Unigene_BMK.56418	sp|Q6ZQP7|YV021_HUMAN	1.59256e-16	89/243(36.63)	83	Uncharacterized protein LOC284861 OS=Homo sapiens PE=2 SV=1
T1_Unigene_BMK.56524	sp|Q9FRV1|CHIA_SECCE	0	253/322(78.57)	552	Basic endochitinase A OS=Secale cereale GN=rsca PE=1 SV=1
T1_Unigene_BMK.56528	sp|Q9LMN8|WAK3_ARATH	2.03105e-13	42/94(44.68)	70	Wall-associated receptor kinase 3 OS=Arabidopsis thaliana GN=WAK3 PE=2 SV=2
T1_Unigene_BMK.56576	sp|Q4JL76|MYBA2_ORYSJ	1.46039e-41	87/205(42.44)	152	Myb-related protein MYBAS2 OS=Oryza sativa subsp. japonica GN=MYBAS2 PE=2 SV=1
T1_Unigene_BMK.56587	sp|P0C291|GRXS9_ORYSJ	1.01959e-56	105/145(72.41)	182	Monothiol glutaredoxin-S9 OS=Oryza sativa subsp. japonica GN=GRXS9 PE=2 SV=1
T1_Unigene_BMK.56591	sp|P42737|CAH2_ARATH	9.79813e-58	96/205(46.83)	196	Carbonic anhydrase 2, chloroplastic OS=Arabidopsis thaliana GN=CA2 PE=1 SV=2
T1_Unigene_BMK.56618	sp|O23082|Y4960_ARATH	2.87245e-37	95/283(33.57)	147	Putative receptor-like protein kinase At4g00960 OS=Arabidopsis thaliana GN=At4g00960 PE=2 SV=2
T1_Unigene_BMK.56665	sp|Q8GSM7|HST_TOBAC	2.95491e-101	175/447(39.15)	317	Shikimate O-hydroxycinnamoyltransferase OS=Nicotiana tabacum GN=HST PE=1 SV=1
T1_Unigene_BMK.56696	sp|Q2V9B0|MY1R1_SOLTU	5.66105e-35	76/159(47.80)	134	Transcription factor MYB1R1 OS=Solanum tuberosum PE=2 SV=1
T1_Unigene_BMK.56749	sp|Q95JC9|PRP_PIG	2.53707e-19	75/224(33.48)	93	Basic proline-rich protein OS=Sus scrofa PE=1 SV=2
T1_Unigene_BMK.56815	sp|Q9UQ35|SRRM2_HUMAN	1.42876e-17	95/261(36.40)	88	Serine/arginine repetitive matrix protein 2 OS=Homo sapiens GN=SRRM2 PE=1 SV=2
T1_Unigene_BMK.57141	sp|Q17RH7|TPRXL_HUMAN	2.02209e-14	60/187(32.09)	75	Putative protein TPRXL OS=Homo sapiens GN=TPRXL PE=5 SV=2
T1_Unigene_BMK.57176	sp|P0C5E2|Y1839_ARATH	7.17033e-30	65/136(47.79)	120	Probable serine/threonine-protein kinase At1g18390 OS=Arabidopsis thaliana GN=At1g18390 PE=1 SV=2
T1_Unigene_BMK.57198	sp|Q6H849|NRL4_ORYSJ	0	280/302(92.72)	579	Bifunctional nitrilase/nitrile hydratase NIT4 OS=Oryza sativa subsp. japonica GN=NIT4 PE=2 SV=1
T1_Unigene_BMK.57244	sp|Q9FKS8|LHT1_ARATH	0	347/444(78.15)	722	Lysine histidine transporter 1 OS=Arabidopsis thaliana GN=LHT1 PE=1 SV=1
T1_Unigene_BMK.57321	sp|Q7XJE6|MCA1_ARATH	6.95196e-87	156/362(43.09)	278	Metacaspase-1 OS=Arabidopsis thaliana GN=AMC1 PE=1 SV=1
T1_Unigene_BMK.57408	sp|B7E7M8|LOGL9_ORYSJ	1.2738e-104	158/205(77.07)	312	Probable cytokinin riboside 5&apos;-monophosphate phosphoribohydrolase LOGL9 OS=Oryza sativa subsp. japonica GN=LOGL9 PE=2 SV=1
T1_Unigene_BMK.57499	sp|P08640|MUC1_YEAST	4.35792e-38	159/541(29.39)	156	Flocculation protein FLO11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MUC1 PE=1 SV=2
T1_Unigene_BMK.57508	sp|Q75LJ3|ETFA_ORYSJ	0	314/358(87.71)	594	Electron transfer flavoprotein subunit alpha, mitochondrial OS=Oryza sativa subsp. japonica GN=ETFA PE=2 SV=1
T1_Unigene_BMK.57547	sp|Q96518|PER16_ARATH	1.73576e-115	174/321(54.21)	346	Peroxidase 16 OS=Arabidopsis thaliana GN=PER16 PE=1 SV=2
T1_Unigene_BMK.57692	sp|O23264|SEBP1_ARATH	0	360/492(73.17)	787	Selenium-binding protein 1 OS=Arabidopsis thaliana GN=SBP1 PE=1 SV=1
T1_Unigene_BMK.57823	sp|P43156|CYSP_HEMSP	4.12777e-163	231/343(67.35)	466	Thiol protease SEN102 OS=Hemerocallis sp. GN=SEN102 PE=2 SV=1
T1_Unigene_BMK.57835	sp|Q8H8C7|CEBIP_ORYSJ	4.97688e-147	229/360(63.61)	428	Chitin elicitor-binding protein OS=Oryza sativa subsp. japonica GN=CEBIP PE=1 SV=1
T1_Unigene_BMK.57857	sp|Q6L5H6|P2C50_ORYSJ	0	303/386(78.50)	601	Probable protein phosphatase 2C 50 OS=Oryza sativa subsp. japonica GN=Os05g0537400 PE=2 SV=1
T1_Unigene_BMK.58024	sp|Q8ZNL7|PREA_SALTY	5.20117e-75	137/327(41.90)	245	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=preA PE=3 SV=1
T1_Unigene_BMK.58363	sp|O35678|MGLL_MOUSE	1.0104e-15	41/104(39.42)	80	Monoglyceride lipase OS=Mus musculus GN=Mgll PE=1 SV=1
T1_Unigene_BMK.58393	sp|Q6YZF3|SWT11_ORYSJ	1.81807e-116	186/268(69.40)	345	Bidirectional sugar transporter SWEET11 OS=Oryza sativa subsp. japonica GN=SWEET11 PE=1 SV=1
T1_Unigene_BMK.58481	sp|Q9XI37|PV42A_ARATH	2.20426e-24	68/189(35.98)	104	SNF1-related protein kinase regulatory subunit gamma-like PV42a OS=Arabidopsis thaliana GN=PV42A PE=2 SV=1
T1_Unigene_BMK.58562	sp|Q9M401|BCAT3_ARATH	2.08245e-165	228/334(68.26)	481	Branched-chain-amino-acid aminotransferase 3, chloroplastic OS=Arabidopsis thaliana GN=BCAT3 PE=1 SV=1
T1_Unigene_BMK.58633	sp|P05621|H2B2_WHEAT	2.3154e-97	146/148(98.65)	285	Histone H2B.2 OS=Triticum aestivum PE=1 SV=2
T1_Unigene_BMK.58666	sp|Q688R3|C3H33_ORYSJ	8.93184e-116	181/236(76.69)	348	Zinc finger CCCH domain-containing protein 33 OS=Oryza sativa subsp. japonica GN=Os05g0128200 PE=2 SV=1
T1_Unigene_BMK.58688	sp|Q9CAB8|PXG5_ARATH	9.49456e-51	89/172(51.74)	171	Probable peroxygenase 5 OS=Arabidopsis thaliana GN=PXG5 PE=2 SV=1
T1_Unigene_BMK.58796	sp|Q4R1I9|ANGLT_ROSHC	8.41707e-101	188/482(39.00)	318	Anthocyanidin 5,3-O-glucosyltransferase OS=Rosa hybrid cultivar GN=RhGT1 PE=2 SV=1
T1_Unigene_BMK.58805	sp|Q0JIL1|NRX2_ORYSJ	0	313/391(80.05)	644	Probable nucleoredoxin 2 OS=Oryza sativa subsp. japonica GN=Os01g0794400 PE=2 SV=1
T1_Unigene_BMK.58968	sp|P98088|MUC5A_HUMAN	9.18949e-19	131/493(26.57)	94	Mucin-5AC (Fragments) OS=Homo sapiens GN=MUC5AC PE=1 SV=3
T1_Unigene_BMK.59034	sp|Q9C5S9|CRK6_ARATH	3.91953e-31	64/149(42.95)	124	Cysteine-rich receptor-like protein kinase 6 OS=Arabidopsis thaliana GN=CRK6 PE=1 SV=1
T1_Unigene_BMK.59046	sp|Q8GYA4|CRK10_ARATH	1.1804e-180	306/692(44.22)	537	Cysteine-rich receptor-like protein kinase 10 OS=Arabidopsis thaliana GN=CRK10 PE=1 SV=3
T1_Unigene_BMK.59137	sp|Q9CA63|FBK29_ARATH	3.43717e-164	249/459(54.25)	483	F-box/kelch-repeat protein At1g74510 OS=Arabidopsis thaliana GN=At1g74510 PE=2 SV=1
T1_Unigene_BMK.59144	sp|Q9LHE3|ASPG2_ARATH	4.63426e-31	84/229(36.68)	124	Protein ASPARTIC PROTEASE IN GUARD CELL 2 OS=Arabidopsis thaliana GN=ASPG2 PE=2 SV=1
T1_Unigene_BMK.59145	sp|Q9UQ35|SRRM2_HUMAN	3.54533e-20	145/506(28.66)	100	Serine/arginine repetitive matrix protein 2 OS=Homo sapiens GN=SRRM2 PE=1 SV=2
T1_Unigene_BMK.59189	sp|Q9LTJ8|MBD13_ARATH	3.26451e-09	56/231(24.24)	62	Methyl-CpG-binding domain-containing protein 13 OS=Arabidopsis thaliana GN=MBD13 PE=2 SV=1
T1_Unigene_BMK.59278	sp|Q9LW86|SUT34_ARATH	0	280/423(66.19)	556	Probable sulfate transporter 3.4 OS=Arabidopsis thaliana GN=SULTR3;4 PE=2 SV=1
T1_Unigene_BMK.59320	sp|P32839|BCS1_YEAST	4.16186e-23	68/187(36.36)	102	Mitochondrial chaperone BCS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BCS1 PE=1 SV=2
T1_Unigene_BMK.59408	sp|Q8H0Y8|WRK41_ARATH	2.97574e-32	89/212(41.98)	128	Probable WRKY transcription factor 41 OS=Arabidopsis thaliana GN=WRKY41 PE=2 SV=2
T1_Unigene_BMK.59434	sp|Q84TF0|AKRCA_ARATH	5.42564e-159	214/307(69.71)	455	Aldo-keto reductase family 4 member C10 OS=Arabidopsis thaliana GN=AKR4C10 PE=1 SV=1
T1_Unigene_BMK.59533	sp|Q6ZQP7|YV021_HUMAN	3.85265e-09	66/204(32.35)	60	Uncharacterized protein LOC284861 OS=Homo sapiens PE=2 SV=1
T1_Unigene_BMK.59554	sp|Q9SPK4|PPCK1_ARATH	2.11678e-83	133/282(47.16)	260	Phosphoenolpyruvate carboxylase kinase 1 OS=Arabidopsis thaliana GN=PPCK1 PE=1 SV=1
T1_Unigene_BMK.59578	sp|Q09893|YAI5_SCHPO	3.21391e-16	69/223(30.94)	80	Uncharacterized protein C24B11.05 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPAC24B11.05 PE=3 SV=1
T1_Unigene_BMK.59605	sp|Q06942|FL3H_MALDO	1.65453e-59	122/333(36.64)	207	Naringenin,2-oxoglutarate 3-dioxygenase OS=Malus domestica PE=2 SV=1
T1_Unigene_BMK.59713	sp|Q02921|NO93_SOYBN	7.1587e-33	60/85(70.59)	118	Early nodulin-93 OS=Glycine max PE=2 SV=1
T1_Unigene_BMK.59732	sp|Q84ZL0|FH5_ORYSJ	1.96398e-13	43/132(32.58)	49	Formin-like protein 5 OS=Oryza sativa subsp. japonica GN=FH5 PE=2 SV=2
T1_Unigene_BMK.59766	sp|P13729|SGS3_DROSI	3.57909e-06	42/131(32.06)	50	Salivary glue protein Sgs-3 OS=Drosophila simulans GN=Sgs3 PE=2 SV=2
T1_Unigene_BMK.59787	sp|Q9FIK7|THIC2_ARATH	0	310/409(75.79)	620	Probable acetyl-CoA acetyltransferase, cytosolic 2 OS=Arabidopsis thaliana GN=At5g47720 PE=2 SV=1
T1_Unigene_BMK.59895	sp|Q942D4|BURP3_ORYSJ	0	336/431(77.96)	665	BURP domain-containing protein 3 OS=Oryza sativa subsp. japonica GN=BURP3 PE=2 SV=1
T1_Unigene_BMK.59933	sp|Q949V6|ARI1_ARATH	1.79176e-128	209/490(42.65)	396	Probable E3 ubiquitin-protein ligase ARI1 OS=Arabidopsis thaliana GN=ARI1 PE=2 SV=1
T1_Unigene_BMK.59952	sp|Q0DKW8|LTI6B_ORYSJ	1.87242e-31	51/53(96.23)	113	Hydrophobic protein LTI6B OS=Oryza sativa subsp. japonica GN=LTI6B PE=2 SV=1
T1_Unigene_BMK.59958	sp|Q9SUP6|WRK53_ARATH	1.1608e-23	61/138(44.20)	104	Probable WRKY transcription factor 53 OS=Arabidopsis thaliana GN=WRKY53 PE=1 SV=1
T1_Unigene_BMK.60008	sp|Q942D6|HFC1B_ORYSJ	8.00033e-130	198/251(78.88)	374	Heat stress transcription factor C-1b OS=Oryza sativa subsp. japonica GN=HSFC1B PE=2 SV=1
T1_Unigene_BMK.60066	sp|Q6KAE5|XB32_ORYSJ	0	428/504(84.92)	859	Probable E3 ubiquitin-protein ligase XBOS32 OS=Oryza sativa subsp. japonica GN=XBOS32 PE=2 SV=2
T1_Unigene_BMK.60072	sp|Q56ZZ7|PLST4_ARATH	1.65838e-30	61/71(85.92)	122	Plastidic glucose transporter 4 OS=Arabidopsis thaliana GN=At5g16150 PE=1 SV=2
T1_Unigene_BMK.60091	sp|Q41578|PORA_WHEAT	0	370/388(95.36)	734	Protochlorophyllide reductase A, chloroplastic OS=Triticum aestivum GN=PORA PE=3 SV=1
T1_Unigene_BMK.60120	sp|Q01548|PER2_HORVU	1.43011e-93	139/158(87.97)	283	Peroxidase 2 (Fragment) OS=Hordeum vulgare PE=2 SV=1
T1_Unigene_BMK.60121	sp|A5H8G4|PER1_MAIZE	9.09777e-137	211/347(60.81)	403	Peroxidase 1 OS=Zea mays GN=PER1 PE=1 SV=1
T1_Unigene_BMK.60130	sp|P34742|E13A_HORVU	6.50046e-160	224/240(93.33)	452	Glucan endo-1,3-beta-glucosidase GI OS=Hordeum vulgare PE=1 SV=2
T1_Unigene_BMK.60225	sp|Q95JC9|PRP_PIG	1.50459e-17	80/212(37.74)	87	Basic proline-rich protein OS=Sus scrofa PE=1 SV=2
T1_Unigene_BMK.60305	sp|Q29Q28|UTR2_ARATH	0	266/341(78.01)	536	UDP-galactose/UDP-glucose transporter 2 OS=Arabidopsis thaliana GN=UTR2 PE=2 SV=1
T1_Unigene_BMK.60334	sp|Q9ZPR7|UPS1_ARATH	4.97245e-175	254/413(61.50)	503	Ureide permease 1 OS=Arabidopsis thaliana GN=UPS1 PE=1 SV=1
T1_Unigene_BMK.60393	sp|Q42942|UMPS_TOBAC	0	283/458(61.79)	574	Uridine 5&apos;-monophosphate synthase (Fragment) OS=Nicotiana tabacum GN=PYR5-6 PE=2 SV=1
T1_Unigene_BMK.60591	sp|Q8VYI3|ECH2_ARATH	1.2177e-132	191/301(63.46)	388	Enoyl-CoA hydratase 2, peroxisomal OS=Arabidopsis thaliana GN=ECH2 PE=1 SV=1
T1_Unigene_BMK.60594	sp|Q75JC9|Y8484_DICDI	6.99048e-33	102/300(34.00)	134	Uncharacterized protein DDB_G0271670 OS=Dictyostelium discoideum GN=DDB_G0271670 PE=4 SV=1
T1_Unigene_BMK.60623	sp|Q9FH37|ILR3_ARATH	2.08232e-53	102/192(53.12)	181	Transcription factor ILR3 OS=Arabidopsis thaliana GN=ILR3 PE=1 SV=1
T1_Unigene_BMK.60644	sp|Q9LP24|Y1571_ARATH	6.19085e-39	86/168(51.19)	160	Probable leucine-rich repeat receptor-like protein kinase At1g35710 OS=Arabidopsis thaliana GN=At1g35710 PE=2 SV=1
T1_Unigene_BMK.60650	sp|Q9UF83|YM012_HUMAN	2.8994e-16	101/312(32.37)	85	Uncharacterized protein DKFZp434B061 OS=Homo sapiens PE=2 SV=2
T1_Unigene_BMK.61009	sp|Q9XEF0|BH051_ARATH	2.71759e-20	61/162(37.65)	93	Transcription factor bHLH51 OS=Arabidopsis thaliana GN=BHLH51 PE=2 SV=1
T1_Unigene_BMK.61023	sp|P13730|SGS3_DROER	1.78077e-11	47/154(30.52)	67	Salivary glue protein Sgs-3 OS=Drosophila erecta GN=Sgs3 PE=2 SV=3
T1_Unigene_BMK.61048	sp|Q9S9M5|WAKLA_ARATH	5.76088e-18	45/113(39.82)	85	Wall-associated receptor kinase-like 1 OS=Arabidopsis thaliana GN=WAKL1 PE=1 SV=1
T1_Unigene_BMK.61111	sp|Q8S8M0|CYT1A_ARATH	1.64543e-09	24/35(68.57)	56	CYSTM1 family protein A OS=Arabidopsis thaliana GN=At2g41420 PE=3 SV=1
T1_Unigene_BMK.61123	sp|P24465|C71A1_PERAE	1.40042e-80	103/272(37.87)	171	Cytochrome P450 71A1 OS=Persea americana GN=CYP71A1 PE=1 SV=2
T1_Unigene_BMK.61238	sp|P08640|MUC1_YEAST	4.31247e-20	126/413(30.51)	97	Flocculation protein FLO11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MUC1 PE=1 SV=2
T1_Unigene_BMK.61239	sp|Q17RH7|TPRXL_HUMAN	6.72251e-10	49/152(32.24)	61	Putative protein TPRXL OS=Homo sapiens GN=TPRXL PE=5 SV=2
T1_Unigene_BMK.61253	sp|Q00834|CYSK_SPIOL	1.86443e-113	176/365(48.22)	341	Cysteine synthase OS=Spinacia oleracea PE=1 SV=1
T1_Unigene_BMK.61292	sp|C0LGP4|Y3475_ARATH	0	350/847(41.32)	620	Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=1 SV=1
T1_Unigene_BMK.61640	sp|Q8L493|BCAL3_ARATH	2.28266e-123	176/297(59.26)	366	Branched-chain-amino-acid aminotransferase-like protein 3, chloroplastic OS=Arabidopsis thaliana GN=At5g57850 PE=2 SV=1
T1_Unigene_BMK.61680	sp|Q9FDW1|MYB44_ARATH	5.82811e-79	150/307(48.86)	253	Transcription factor MYB44 OS=Arabidopsis thaliana GN=MYB44 PE=2 SV=1
T1_Unigene_BMK.61705	sp|Q9LV60|CRR55_ARATH	6.67057e-61	107/259(41.31)	197	Cysteine-rich repeat secretory protein 55 OS=Arabidopsis thaliana GN=CRRSP55 PE=2 SV=1
T1_Unigene_BMK.61796	sp|P46526|CS66_WHEAT	1.22525e-71	109/139(78.42)	230	Cold shock protein CS66 OS=Triticum aestivum GN=CS66 PE=2 SV=1
T1_Unigene_BMK.62039	sp|Q9SRS9|CHIP_ARATH	4.9997e-94	141/241(58.51)	295	E3 ubiquitin-protein ligase CHIP OS=Arabidopsis thaliana GN=CHIP PE=1 SV=1
T1_Unigene_BMK.62059	sp|Q75JC9|Y8484_DICDI	9.99455e-16	85/332(25.60)	82	Uncharacterized protein DDB_G0271670 OS=Dictyostelium discoideum GN=DDB_G0271670 PE=4 SV=1
T1_Unigene_BMK.62118	sp|C5WNV2|PURA2_SORBI	1.77925e-57	112/143(78.32)	197	Adenylosuccinate synthetase 2, chloroplastic OS=Sorghum bicolor GN=PURA2 PE=3 SV=1
T1_Unigene_BMK.62267	sp|Q9MAH3|DJ1B_ARATH	4.16777e-154	235/411(57.18)	453	Protein DJ-1 homolog B OS=Arabidopsis thaliana GN=DJ1B PE=2 SV=1
T1_Unigene_BMK.62295	sp|Q8H4H5|NRAM5_ORYSJ	0	458/540(84.81)	878	Metal transporter Nramp5 OS=Oryza sativa subsp. japonica GN=NRAMP5 PE=2 SV=1
T1_Unigene_BMK.62324	sp|Q6ZQP7|YV021_HUMAN	4.90058e-12	74/248(29.84)	70	Uncharacterized protein LOC284861 OS=Homo sapiens PE=2 SV=1
T1_Unigene_BMK.62412	sp|Q8S528|AL2B7_ARATH	0	304/421(72.21)	612	Aldehyde dehydrogenase family 2 member B7, mitochondrial OS=Arabidopsis thaliana GN=ALDH2B7 PE=2 SV=2
T1_Unigene_BMK.62440	sp|Q2V9B0|MY1R1_SOLTU	1.2429e-31	73/172(42.44)	125	Transcription factor MYB1R1 OS=Solanum tuberosum PE=2 SV=1
T1_Unigene_BMK.62457	sp|Q7G1L2|RAP26_ARATH	7.09574e-31	67/129(51.94)	123	Ethylene-responsive transcription factor RAP2-6 OS=Arabidopsis thaliana GN=RAP2-6 PE=2 SV=2
T1_Unigene_BMK.62563	sp|Q9LTS4|BH041_ARATH	1.3763e-27	82/302(27.15)	119	Putative transcription factor bHLH041 OS=Arabidopsis thaliana GN=BHLH41 PE=4 SV=1
T1_Unigene_BMK.62670	sp|Q9C9H7|RLP12_ARATH	1.3182e-101	252/742(33.96)	344	Receptor-like protein 12 OS=Arabidopsis thaliana GN=RLP12 PE=2 SV=2
T1_Unigene_BMK.62688	sp|Q42806|KPYC_SOYBN	3.78313e-172	243/301(80.73)	495	Pyruvate kinase, cytosolic isozyme OS=Glycine max PE=1 SV=1
T1_Unigene_BMK.62888	sp|O48958|C71E1_SORBI	0	342/527(64.90)	665	4-hydroxyphenylacetaldehyde oxime monooxygenase OS=Sorghum bicolor GN=CYP71E1 PE=2 SV=1
T1_Unigene_BMK.63185	sp|Q94IW5|C90D2_ORYSJ	0	396/495(80.00)	767	Cytochrome P450 90D2 OS=Oryza sativa subsp. japonica GN=CYP90D2 PE=1 SV=1
T1_Unigene_BMK.63278	sp|Q43681|NLTP_VIGUN	3.59689e-22	44/97(45.36)	92	Probable non-specific lipid-transfer protein AKCS9 OS=Vigna unguiculata PE=2 SV=1
T1_Unigene_BMK.63301	sp|O04130|SERA_ARATH	0	414/543(76.24)	824	D-3-phosphoglycerate dehydrogenase, chloroplastic OS=Arabidopsis thaliana GN=At1g17745 PE=1 SV=2
T1_Unigene_BMK.63347	sp|Q8GYA4|CRK10_ARATH	4.16215e-174	299/687(43.52)	520	Cysteine-rich receptor-like protein kinase 10 OS=Arabidopsis thaliana GN=CRK10 PE=1 SV=3
T1_Unigene_BMK.63374	sp|Q56232|AAT_THET8	5.5063e-39	122/397(30.73)	151	Aspartate aminotransferase OS=Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579) GN=aspC PE=1 SV=1
T1_Unigene_BMK.63451	sp|A2VEI2|MICU1_DROME	1.32266e-36	66/212(31.13)	98	Calcium uptake protein 1 homolog, mitochondrial OS=Drosophila melanogaster GN=CG4495 PE=2 SV=1
T1_Unigene_BMK.63464	sp|Q10G56|OAT_ORYSJ	0	417/473(88.16)	836	Ornithine aminotransferase, mitochondrial OS=Oryza sativa subsp. japonica GN=OAT PE=2 SV=1
T1_Unigene_BMK.63565	sp|Q8LEJ6|FLA11_ARATH	1.84703e-54	109/222(49.10)	186	Fasciclin-like arabinogalactan protein 11 OS=Arabidopsis thaliana GN=FLA11 PE=2 SV=2
T1_Unigene_BMK.63605	sp|P13868|CALM1_SOLTU	9.41147e-07	30/73(41.10)	50	Calmodulin-1 OS=Solanum tuberosum GN=PCM1 PE=1 SV=2
T1_Unigene_BMK.63638	sp|Q9LMN8|WAK3_ARATH	1.05594e-121	264/717(36.82)	394	Wall-associated receptor kinase 3 OS=Arabidopsis thaliana GN=WAK3 PE=2 SV=2
T1_Unigene_BMK.63682	sp|Q84TH5|AB25G_ARATH	0	342/638(53.61)	630	ABC transporter G family member 25 OS=Arabidopsis thaliana GN=ABCG25 PE=2 SV=1
