#ID	                 T1	 T3	Chi	        Q_value	                   log2(A/B)	regulated	COG_class	COG_class_annotation	GO_annotation	KEGG_annotation	Swissprot_annotation	TrEMBL_annotation	nr_annotation	nt_annotation
T4_Unigene_BMK.52057	18	219	0.000000	0	                -3.60486205815886	down	[D]	Cell cycle control, cell division, chromosome partitioning 	Molecular Function: binding (GO:0005488);; Biological Process: cellular protein modification process (GO:0006464);; Biological Process: nodulation (GO:0009877);; Cellular Component: integral to membrane (GO:0016021);; Cellular Component: cell periphery (GO:0071944);; 	--	Early nodulin-93 OS=Glycine max PE=2 SV=1	Early nodulin protein GN=57h21.33 OS=Brachypodium sylvaticum (False brome) PE=4 SV=1	hypothetical protein F775_30863 [Aegilops tauschii]	Zea mays clone 14326 mRNA sequence
T2_Unigene_BMK.61674	21	67	0.000001	7.79499241274659e-05	-1.67377176767901	down	[G]	Carbohydrate transport and metabolism 	Molecular Function: ATP binding (GO:0005524);; Cellular Component: cytosol (GO:0005829);; Biological Process: glycogen biosynthetic process (GO:0005978);; Molecular Function: glucose-1-phosphate adenylyltransferase activity (GO:0008878);; Cellular Component: amyloplast (GO:0009501);; Cellular Component: chloroplast (GO:0009507);; Biological Process: photorespiration (GO:0009853);; Cellular Component: glucose-1-phosphate adenylyltransferase complex (GO:0010170);; Biological Process: starch biosynthetic process (GO:0019252);; 	K00975|0.0|osa:4339718|Os05g0580000	Glucose-1-phosphate adenylyltransferase large subunit, chloroplastic/amyloplastic OS=Triticum aestivum GN=AGP-L PE=2 SV=2	Glucose-1-phosphate adenylyltransferase OS=Triticum aestivum (Wheat) PE=2 SV=1	RecName: Full=Glucose-1-phosphate adenylyltransferase large subunit, chloroplastic/amyloplastic; AltName: Full=ADP-glucose pyrophosphorylase; AltName: Full=ADP-glucose synthase; AltName: Full=AGPase S; AltName: Full=Alpha-D-glucose-1-phosphate adenyl transferase; Flags: Precursor 	T.aestivum AGP-L gene cDNA
T1_Unigene_BMK.25996	64	0	0.000000	0	                15.9657842846621	up	--	--	Cellular Component: integral to membrane (GO:0016021);; 	--	Protein WIR1A OS=Triticum aestivum GN=WIR1A PE=4 SV=1	WIR1a OS=Triticum aestivum (Wheat) PE=4 SV=1	hypothetical protein F775_31113 [Aegilops tauschii]	Wheat WIR1A gene, complete cds
T1_Unigene_BMK.61111	37	9	0.000039	0.00204219266055046	2.03952836418664	up	--	--	Cellular Component: plasma membrane (GO:0005886);; Biological Process: megasporogenesis (GO:0009554);; 	--	CYSTM1 family protein A OS=Arabidopsis thaliana GN=At2g41420 PE=3 SV=1	Uncharacterized protein GN=BRADI2G51675 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1	hypothetical protein TRIUR3_03752 [Triticum urartu]	PREDICTED: Brachypodium distachyon uncharacterized LOC100845978 (LOC100845978), mRNA
T1_Unigene_BMK.51031	29	0	0.000000	0	                14.8237652797897	up	--	--	Biological Process: instar larval development (GO:0002168);; Molecular Function: protein binding (GO:0005515);; Cellular Component: mitochondrial outer membrane (GO:0005741);; Cellular Component: mitochondrial inner membrane (GO:0005743);; Cellular Component: vacuole (GO:0005773);; Cellular Component: endoplasmic reticulum (GO:0005783);; Cellular Component: endoplasmic reticulum membrane (GO:0005789);; Cellular Component: lipid particle (GO:0005811);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: tryptophan catabolic process (GO:0006569);; Molecular Function: enzyme activator activity (GO:0008047);; Cellular Component: chloroplast thylakoid membrane (GO:0009535);; Biological Process: indoleacetic acid biosynthetic process (GO:0009684);; Cellular Component: integral to membrane (GO:0016021);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Biological Process: sterol biosynthetic process (GO:0016126);; Biological Process: pentacyclic triterpenoid biosynthetic process (GO:0019745);; Biological Process: glucosinolate biosynthetic process (GO:0019761);; Molecular Function: heme binding (GO:0020037);; Biological Process: electron transport chain (GO:0022900);; Biological Process: regulation of hemocyte proliferation (GO:0035206);; Biological Process: defense response to bacterium (GO:0042742);; Biological Process: positive regulation of catalytic activity (GO:0043085);; Biological Process: alkane biosynthetic process (GO:0043447);; Biological Process: regulation of hemocyte differentiation (GO:0045610);; Molecular Function: metal ion binding (GO:0046872);; Biological Process: regulation of cell cycle (GO:0051726);; 	--	Cytochrome b5 isoform A OS=Arabidopsis thaliana GN=CYTB5-A PE=1 SV=2	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv2009C17
T1_Unigene_BMK.53685	29	6	0.000107	0.00492516397849462	2.27301849440642	up	--	--	Molecular Function: GMP synthase (glutamine-hydrolyzing) activity (GO:0003922);; Molecular Function: hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553);; Molecular Function: ATP binding (GO:0005524);; Cellular Component: endoplasmic reticulum (GO:0005783);; Biological Process: carbohydrate metabolic process (GO:0005975);; Biological Process: GMP biosynthetic process (GO:0006177);; Biological Process: cell communication (GO:0007154);; Cellular Component: plant-type cell wall (GO:0009505);; Cellular Component: plasmodesma (GO:0009506);; Biological Process: post-embryonic development (GO:0009791);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Biological Process: gene silencing (GO:0016458);; Molecular Function: pyrophosphatase activity (GO:0016462);; Biological Process: covalent chromatin modification (GO:0016569);; Biological Process: regulation of gene expression, epigenetic (GO:0040029);; Molecular Function: glucan endo-1,3-beta-D-glucosidase activity (GO:0042973);; Biological Process: macromolecule modification (GO:0043412);; Biological Process: cellular macromolecule metabolic process (GO:0044260);; Cellular Component: anchored to plasma membrane (GO:0046658);; Biological Process: reproductive structure development (GO:0048608);; Biological Process: anatomical structure formation involved in morphogenesis (GO:0048646);; Biological Process: regulation of cellular process (GO:0050794);; Biological Process: nucleic acid metabolic process (GO:0090304);; 	--	Glucan endo-1,3-beta-glucosidase 12 OS=Arabidopsis thaliana GN=At4g29360 PE=1 SV=1	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv1083K14
T4_Unigene_BMK.46493	20	2	0.000130	0.0058195816993464	3.32192809488736	up	--	--	Molecular Function: magnesium ion binding (GO:0000287);; Cellular Component: nucleus (GO:0005634);; Cellular Component: vacuolar membrane (GO:0005774);; Cellular Component: endoplasmic reticulum membrane (GO:0005789);; Cellular Component: cytosol (GO:0005829);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: sucrose biosynthetic process (GO:0005986);; Biological Process: sphingolipid metabolic process (GO:0006665);; Cellular Component: plastid (GO:0009536);; Biological Process: response to abscisic acid stimulus (GO:0009737);; Biological Process: vegetative to reproductive phase transition of meristem (GO:0010228);; Biological Process: dephosphorylation (GO:0016311);; Biological Process: protein desumoylation (GO:0016926);; Biological Process: response to cadmium ion (GO:0046686);; Molecular Function: sucrose-phosphate phosphatase activity (GO:0050307);; Biological Process: hydrogen peroxide biosynthetic process (GO:0050665);; Biological Process: stomatal closure (GO:0090332);; 	--	Probable sucrose-phosphatase 3 OS=Oryza sativa subsp. japonica GN=SPP3 PE=3 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	Putative sucrose-phosphatase 3 [Aegilops tauschii]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv2041K05
T1_Unigene_BMK.44712	30	3	0.000003	0.000211976616231087	3.32192809488736	up	[L]	Replication, recombination and repair 	Biological Process: anaerobic respiration (GO:0009061);; 	--	POU domain, class 4, transcription factor 1 OS=Homo sapiens GN=POU4F1 PE=2 SV=4	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv2039E11
T3_Unigene_BMK.13478	80	25	0.000000	0	                1.67807190511264	up	[GEPR]	--	Molecular Function: sugar:hydrogen symporter activity (GO:0005351);; Molecular Function: binding (GO:0005488);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: protein targeting to membrane (GO:0006612);; Biological Process: amino acid transport (GO:0006865);; Cellular Component: synaptic vesicle (GO:0008021);; Molecular Function: monoamine transmembrane transporter activity (GO:0008504);; Biological Process: carbohydrate transport (GO:0008643);; Biological Process: ethylene biosynthetic process (GO:0009693);; Biological Process: plant-type cell wall modification (GO:0009827);; Biological Process: pollen tube growth (GO:0009860);; Biological Process: salicylic acid mediated signaling pathway (GO:0009863);; Biological Process: jasmonic acid mediated signaling pathway (GO:0009867);; Biological Process: regulation of plant-type hypersensitive response (GO:0010363);; Molecular Function: quaternary ammonium group transmembrane transporter activity (GO:0015651);; Biological Process: nitrate transport (GO:0015706);; Cellular Component: integral to membrane (GO:0016021);; Molecular Function: transmembrane transporter activity (GO:0022857);; Biological Process: endoplasmic reticulum unfolded protein response (GO:0030968);; Cellular Component: membrane part (GO:0044425);; Biological Process: catecholamine transport (GO:0051937);; Biological Process: transmembrane transport (GO:0055085);; Molecular Function: nicotinate transporter activity (GO:0090416);; Molecular Function: N-methylnicotinate transporter activity (GO:0090417);; Biological Process: nicotinate transport (GO:2001142);; Biological Process: N-methylnicotinate transport (GO:2001143);; 	--	Organic cation/carnitine transporter 7 OS=Arabidopsis thaliana GN=OCT7 PE=2 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare] 	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv2002G12
T4_Unigene_BMK.61526	149	420	0.000000	0	                -1.49507699720396	down	--	--	Molecular Function: serine-type endopeptidase inhibitor activity (GO:0004867);; Biological Process: response to wounding (GO:0009611);; Molecular Function: peptidase inhibitor activity (GO:0030414);; 	--	Subtilisin-chymotrypsin inhibitor-2A OS=Hordeum vulgare PE=1 SV=2	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	Subtilisin-chymotrypsin inhibitor-2A [Triticum urartu]	Triticum aestivum cDNA, clone: SET4_B10, cultivar: Chinese Spring
T3_Unigene_BMK.61712	5	37	0.000001	7.79499241274659e-05	-2.88752527074159	down	--	--	--	--	Cold-regulated protein BLT14 OS=Hordeum vulgare GN=BLT14 PE=2 SV=1	Low temperature induced protein OS=Hordeum vulgare (Barley) PE=4 SV=2	hypothetical protein TRIUR3_02610 [Triticum urartu]	Zea mays clone 12589 mRNA sequence
T2_Unigene_BMK.7305	18	0	0.000023	0.00129976567656766	14.1357092861044	up	--	--	Molecular Function: protein kinase activity (GO:0004672);; Molecular Function: protein serine/threonine kinase activity (GO:0004674);; Molecular Function: protein binding (GO:0005515);; Molecular Function: ATP binding (GO:0005524);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: cellular glucan metabolic process (GO:0006073);; Biological Process: protein phosphorylation (GO:0006468);; Biological Process: signal transduction (GO:0007165);; Biological Process: macromolecule biosynthetic process (GO:0009059);; Biological Process: plant-type cell wall organization (GO:0009664);; Biological Process: post-embryonic development (GO:0009791);; Biological Process: unidimensional cell growth (GO:0009826);; Biological Process: regulation of hormone levels (GO:0010817);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Biological Process: cellular biosynthetic process (GO:0044249);; Biological Process: organ development (GO:0048513);; Biological Process: carbohydrate derivative biosynthetic process (GO:1901137);; 	--	G-type lectin S-receptor-like serine/threonine-protein kinase RLK1 OS=Arabidopsis thaliana GN=RLK1 PE=2 SV=2	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	G-type lectin S-receptor-like serine/threonine-protein kinase RLK1 [Triticum urartu]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv2076K09
T3_Unigene_BMK.2185	31	72	0.000048	0.00245466600298656	-1.21572869105544	down	[R]	General function prediction only 	Molecular Function: iron ion binding (GO:0005506);; Biological Process: vacuole organization (GO:0007033);; Biological Process: response to wounding (GO:0009611);; Biological Process: response to abiotic stimulus (GO:0009628);; Biological Process: response to jasmonic acid stimulus (GO:0009753);; Biological Process: post-embryonic development (GO:0009791);; Biological Process: proanthocyanidin biosynthetic process (GO:0010023);; Molecular Function: oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen (GO:0016702);; Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors (GO:0016706);; Biological Process: pigment biosynthetic process (GO:0046148);; Biological Process: system development (GO:0048731);; Biological Process: oxidation-reduction process (GO:0055114);; Biological Process: response to karrikin (GO:0080167);; 	--	Leucoanthocyanidin dioxygenase OS=Malus domestica GN=ANS PE=2 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv2019O11
T1_Unigene_BMK.69094	81	32	0.000005	0.000335306788511749	1.33985000288462	up	[L]	Replication, recombination and repair 	Molecular Function: endonuclease activity (GO:0004519);; Molecular Function: protein binding (GO:0005515);; Biological Process: base-excision repair (GO:0006284);; Cellular Component: chloroplast thylakoid membrane (GO:0009535);; Biological Process: response to blue light (GO:0009637);; Biological Process: response to high light intensity (GO:0009644);; Cellular Component: oxygen evolving complex (GO:0009654);; Biological Process: response to sucrose stimulus (GO:0009744);; Biological Process: response to red light (GO:0010114);; Biological Process: regulation of proton transport (GO:0010155);; Biological Process: response to far red light (GO:0010218);; Biological Process: photosystem II oxygen evolving complex assembly (GO:0010270);; Biological Process: cysteine biosynthetic process (GO:0019344);; Molecular Function: 4 iron, 4 sulfur cluster binding (GO:0051539);; 	--	DEMETER-like protein 2 OS=Arabidopsis thaliana GN=DML2 PE=3 SV=2	Putative uncharacterized protein pg3 GN=pg3 OS=Triticum aestivum (Wheat) PE=4 SV=1	conserved hypothetical protein, expressed [Triticum aestivum]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv1015M05
T3_Unigene_BMK.68513	203	89	0.000000	0	                1.18960248621878	up	--	--	--	--	--	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	hypothetical protein F775_31493 [Aegilops tauschii]	Triticum aestivum cDNA, clone: SET2_F04, cultivar: Chinese Spring
T3_Unigene_BMK.9400	78	11	0.000000	0	                2.82597060022495	up	--	--	Biological Process: response to superoxide (GO:0000303);; Biological Process: regionalization (GO:0003002);; Molecular Function: DNA binding (GO:0003677);; Molecular Function: sequence-specific DNA binding transcription factor activity (GO:0003700);; Cellular Component: nucleus (GO:0005634);; Cellular Component: cytoplasm (GO:0005737);; Biological Process: regulation of transcription, DNA-dependent (GO:0006355);; Biological Process: protein targeting to membrane (GO:0006612);; Biological Process: isoprenoid biosynthetic process (GO:0008299);; Biological Process: response to symbiotic fungus (GO:0009610);; Biological Process: response to salt stress (GO:0009651);; Biological Process: response to auxin stimulus (GO:0009733);; Biological Process: response to abscisic acid stimulus (GO:0009737);; Biological Process: response to carbohydrate stimulus (GO:0009743);; Biological Process: systemic acquired resistance, salicylic acid mediated signaling pathway (GO:0009862);; Biological Process: ethylene mediated signaling pathway (GO:0009873);; Biological Process: post-embryonic morphogenesis (GO:0009886);; Biological Process: organ morphogenesis (GO:0009887);; Biological Process: flower development (GO:0009908);; Biological Process: positive regulation of flavonoid biosynthetic process (GO:0009963);; Biological Process: shoot morphogenesis (GO:0010016);; Biological Process: meristem maintenance (GO:0010073);; Biological Process: polar nucleus fusion (GO:0010197);; Biological Process: response to continuous far red light stimulus by the high-irradiance response system (GO:0010201);; Biological Process: regulation of plant-type hypersensitive response (GO:0010363);; Biological Process: gene silencing (GO:0016458);; Biological Process: cysteine biosynthetic process (GO:0019344);; Biological Process: monocarboxylic acid metabolic process (GO:0032787);; Biological Process: regulation of gene expression, epigenetic (GO:0040029);; Molecular Function: protein homodimerization activity (GO:0042803);; Molecular Function: sequence-specific DNA binding (GO:0043565);; Molecular Function: protein heterodimerization activity (GO:0046982);; Biological Process: regulation of timing of transition from vegetative to reproductive phase (GO:0048510);; Biological Process: negative regulation of cellular process (GO:0048523);; Biological Process: anatomical structure formation involved in morphogenesis (GO:0048646);; Biological Process: cofactor metabolic process (GO:0051186);; 	--	BEL1-like homeodomain protein 6 OS=Arabidopsis thaliana GN=BLH6 PE=2 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Triticum aestivum cDNA, clone: SET5_J03, cultivar: Chinese Spring
T3_Unigene_BMK.67660	100	27	0.000000	0	                1.88896868761126	up	--	--	Biological Process: phosphatidylinositol biosynthetic process (GO:0006661);; Cellular Component: plastid (GO:0009536);; Cellular Component: membrane (GO:0016020);; 	--	Putative protein TPRXL OS=Homo sapiens GN=TPRXL PE=5 SV=2	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	hypothetical protein F775_05458 [Aegilops tauschii]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv2116O22
T4_Unigene_BMK.35136	90	44	0.000079	0.00378382377622378	1.03242147769238	up	--	--	Molecular Function: protein binding (GO:0005515);; Cellular Component: plant-type cell wall (GO:0009505);; Cellular Component: membrane (GO:0016020);; Biological Process: cellular component organization (GO:0016043);; Biological Process: cellular protein metabolic process (GO:0044267);; Cellular Component: extracellular region part (GO:0044421);; Cellular Component: nuclear part (GO:0044428);; Biological Process: defense response to virus (GO:0051607);; Cellular Component: intracellular organelle lumen (GO:0070013);; 	--	Mucin-2 OS=Homo sapiens GN=MUC2 PE=1 SV=2	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	hypothetical protein F775_26181 [Aegilops tauschii]	Triticum aestivum cDNA, clone: SET1_N10, cultivar: Chinese Spring
T1_Unigene_BMK.61023	109	8	0.000000	0	                3.76818432477693	up	[J]	Translation, ribosomal structure and biogenesis 	Biological Process: metal ion transport (GO:0030001);; Cellular Component: nuclear part (GO:0044428);; Molecular Function: metal ion binding (GO:0046872);; 	--	Salivary glue protein Sgs-3 OS=Drosophila erecta GN=Sgs3 PE=2 SV=3	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Triticum aestivum cDNA, clone: WT004_B09, cultivar: Chinese Spring
T3_Unigene_BMK.45320	31	1	0.000000	0	                4.95419631038688	up	--	--	Biological Process: response to stress (GO:0006950);; Biological Process: response to water stimulus (GO:0009415);; Cellular Component: cell part (GO:0044464);; 	--	Dehydrin DHN3 OS=Hordeum vulgare GN=DHN3 PE=2 SV=1	Drought acclimation dehydrin WZY2 (Fragment) OS=Agropyron cristatum (Crested wheatgrass) PE=2 SV=1	Dehydrin DHN3 [Aegilops tauschii]	Agropyron cristatum drought acclimation dehydrin WZY2 mRNA, partial cds
T4_Unigene_BMK.60769	124	52	0.000000	0	                1.25375659224578	up	--	--	Molecular Function: oxidoreductase activity (GO:0016491);; 	--	Protein TAR1 OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) GN=TAR1-A PE=4 SV=2	Putative uncharacterized protein GN=MTR_5g051170 OS=Medicago truncatula (Barrel medic) PE=4 SV=1	hypothetical protein MTR_5g051170 [Medicago truncatula] 	Secale cereale external transcribed spacer, 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
T1_Unigene_BMK.60623	50	16	0.000031	0.00168067440633245	1.64385618977472	up	--	--	Molecular Function: nucleic acid binding (GO:0003676);; Molecular Function: DNA binding (GO:0003677);; Molecular Function: protein binding (GO:0005515);; Cellular Component: mitochondrion (GO:0005739);; Biological Process: regulation of transcription, DNA-dependent (GO:0006355);; Biological Process: RNA processing (GO:0006396);; Biological Process: anthocyanin-containing compound biosynthetic process (GO:0009718);; Biological Process: response to sucrose stimulus (GO:0009744);; Biological Process: response to UV-B (GO:0010224);; Biological Process: carboxylic acid metabolic process (GO:0019752);; Cellular Component: nuclear lumen (GO:0031981);; Molecular Function: protein dimerization activity (GO:0046983);; 	--	Transcription factor ILR3 OS=Arabidopsis thaliana GN=ILR3 PE=1 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare] 	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv2147J14
T1_Unigene_BMK.52792	2646	526	0.000000	0	                2.33067835698637	up	[TK]	--	Biological Process: response to sucrose stimulus (GO:0009744);; Biological Process: response to glucose stimulus (GO:0009749);; Biological Process: response to fructose stimulus (GO:0009750);; 	--	Auxin-repressed 12.5 kDa protein OS=Fragaria ananassa PE=2 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	hypothetical protein F775_26493 [Aegilops tauschii]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv2058J13
T3_Unigene_BMK.19259	27	110	0.000000	0	                -2.02647221136119	down	--	--	--	--	Bowman-Birk type trypsin inhibitor 3 OS=Setaria italica PE=1 SV=1	Uncharacterized protein GN=BRADI2G01927 OS=Brachypodium distachyon (Purple false brome) PE=3 SV=1	Bowman-Birk type trypsin inhibitor 3 [Triticum urartu]	--
T1_Unigene_BMK.31419	147	51	0.000000	0	                1.52724700286487	up	--	--	--	--	--	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	hypothetical protein F775_06221 [Aegilops tauschii]	Triticum aestivum cDNA, clone: SET1_N23, cultivar: Chinese Spring
T3_Unigene_BMK.65208	707	1521	0.000000	0	                 -1.1052380329151	down	--	--	Cellular Component: spliceosomal complex (GO:0005681);; Cellular Component: cytosol (GO:0005829);; Biological Process: mRNA processing (GO:0006397);; Biological Process: response to stress (GO:0006950);; Biological Process: RNA splicing (GO:0008380);; Cellular Component: nuclear body (GO:0016604);; Molecular Function: protein domain specific binding (GO:0019904);; Biological Process: cellular macromolecule biosynthetic process (GO:0034645);; 	--	Abscisic stress-ripening protein 2 OS=Solanum lycopersicum GN=ASR2 PE=4 SV=1	Abscisic stress-ripening protein OS=Triticum aestivum (Wheat) PE=2 SV=1	abscisic stress-ripening protein [Triticum aestivum]	Hordeum vulgare subsp. vulgare cDNA clone: FLbaf155j01, mRNA sequence
T4_Unigene_BMK.56107	132	46	0.000000	0	                 1.52083216330144	up	[G]	Carbohydrate transport and metabolism 	Biological Process: respiratory burst involved in defense response (GO:0002679);; Molecular Function: sucrose alpha-glucosidase activity (GO:0004575);; Cellular Component: cell wall (GO:0005618);; Cellular Component: vacuole (GO:0005773);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: carbohydrate metabolic process (GO:0005975);; Biological Process: starch metabolic process (GO:0005982);; Biological Process: amino acid transport (GO:0006865);; Biological Process: response to wounding (GO:0009611);; Biological Process: response to nitrate (GO:0010167);; Biological Process: response to chitin (GO:0010200);; Biological Process: nitrate transport (GO:0015706);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Molecular Function: levanase activity (GO:0031219);; Molecular Function: fructan beta-(2,1)-fructosidase activity (GO:0033948);; Cellular Component: apoplast (GO:0048046);; Molecular Function: inulinase activity (GO:0051670);; Biological Process: nectar secretion (GO:0071836);; Biological Process: response to karrikin (GO:0080167);; 	K01193|0.0|osa:4324001|Os01g0966700	Fructan 1-exohydrolase OS=Triticum urartu GN=1-FEH PE=3 SV=1	Fructan exohydrolase GN=C311 OS=Triticum aestivum (Wheat) PE=2 SV=1	RecName: Full=Fructan 1-exohydrolase; Flags: Precursor 	Triticum aestivum mRNA for fructan 1-exohydrolase w1 precursor (1-FEH w1 gene)
T1_Unigene_BMK.68807	73	10	0.000000	0	                2.86789646399265	up	[T]	Signal transduction mechanisms 	Molecular Function: protein serine/threonine phosphatase activity (GO:0004722);; Molecular Function: protein binding (GO:0005515);; Cellular Component: nucleus (GO:0005634);; Cellular Component: Golgi apparatus (GO:0005794);; Cellular Component: cytosol (GO:0005829);; Biological Process: negative regulation of protein kinase activity (GO:0006469);; Biological Process: protein dephosphorylation (GO:0006470);; Cellular Component: protein serine/threonine phosphatase complex (GO:0008287);; Biological Process: response to heat (GO:0009408);; Biological Process: response to cold (GO:0009409);; Biological Process: response to water deprivation (GO:0009414);; Biological Process: chloroplast organization (GO:0009658);; Biological Process: negative regulation of abscisic acid mediated signaling pathway (GO:0009788);; Biological Process: positive regulation of gibberellic acid mediated signaling pathway (GO:0009939);; Biological Process: positive regulation of seed germination (GO:0010030);; Biological Process: regulation of stomatal movement (GO:0010119);; Biological Process: leaf senescence (GO:0010150);; Biological Process: photoinhibition (GO:0010205);; Cellular Component: cis-Golgi network membrane (GO:0033106);; Biological Process: hyperosmotic salinity response (GO:0042538);; Molecular Function: metal ion binding (GO:0046872);; Biological Process: release of seed from dormancy (GO:0048838);; 	K14497|1e-167|osa:4339671|Os05g0572700	Probable protein phosphatase 2C 51 OS=Oryza sativa subsp. japonica GN=Os05g0572700 PE=2 SV=1	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare] 	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv2022J08
T4_Unigene_BMK.33463	24	58	0.000159	0.00695713032367973	-1.27301849440642	down	[G]	Carbohydrate transport and metabolism 	Biological Process: maltose metabolic process (GO:0000023);; Biological Process: polysaccharide catabolic process (GO:0000272);; Molecular Function: 1,4-alpha-glucan branching enzyme activity (GO:0003844);; Molecular Function: hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553);; Cellular Component: cytosol (GO:0005829);; Biological Process: glycogen biosynthetic process (GO:0005978);; Biological Process: starch metabolic process (GO:0005982);; Biological Process: pentose-phosphate shunt (GO:0006098);; Cellular Component: amyloplast (GO:0009501);; Cellular Component: chloroplast stroma (GO:0009570);; Biological Process: plant-type cell wall organization (GO:0009664);; Biological Process: amylopectin biosynthetic process (GO:0010021);; Biological Process: starch biosynthetic process (GO:0019252);; Biological Process: isopentenyl diphosphate biosynthetic process, mevalonate-independent pathway (GO:0019288);; Biological Process: glucosinolate metabolic process (GO:0019760);; Molecular Function: carbohydrate binding (GO:0030246);; Biological Process: positive regulation of catalytic activity (GO:0043085);; Molecular Function: cation binding (GO:0043169);; 	K00700|0.0|sbi:SORBI_06g015360|hypothetical protein	1,4-alpha-glucan-branching enzyme 2, chloroplastic/amyloplastic OS=Zea mays GN=SBE1 PE=1 SV=1	Starch branching enzyme 2 GN=Sbe2 OS=Triticum aestivum (Wheat) PE=2 SV=1	starch branching enzyme 2 [Triticum aestivum]	Triticum aestivum starch branching enzyme 2 (Sbe2) mRNA, complete cds
