#SwissprotGeneID	Database_ID	E_value	Identity	Score	Annotation
T1_Unigene_BMK.60334	sp|Q9ZPR7|UPS1_ARATH	4.97245e-175	254/413(61.50)	503	Ureide permease 1 OS=Arabidopsis thaliana GN=UPS1 PE=1 SV=1
T1_Unigene_BMK.60401	sp|Q9FJZ9|PER72_ARATH	2.37342e-164	232/335(69.25)	470	Peroxidase 72 OS=Arabidopsis thaliana GN=PER72 PE=1 SV=1
T1_Unigene_BMK.60483	sp|Q5B5X8|EXGA_EMENI	1.17912e-39	108/337(32.05)	152	Probable glucan 1,3-beta-glucosidase A OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) GN=exgA PE=3 SV=2
T1_Unigene_BMK.60551	sp|A2WV32|CESA4_ORYSI	0	634/698(90.83)	1315	Cellulose synthase A catalytic subunit 4 [UDP-forming] OS=Oryza sativa subsp. indica GN=CESA4 PE=2 SV=2
T1_Unigene_BMK.60915	sp|P37830|G6PD_SOLTU	0	400/502(79.68)	815	Glucose-6-phosphate 1-dehydrogenase, cytoplasmic isoform OS=Solanum tuberosum GN=G6PDH PE=2 SV=1
T1_Unigene_BMK.61081	sp|Q17RH7|TPRXL_HUMAN	1.12246e-20	80/220(36.36)	95	Putative protein TPRXL OS=Homo sapiens GN=TPRXL PE=5 SV=2
T1_Unigene_BMK.61318	sp|O65857|GSTF1_ORYSJ	2.76165e-118	162/195(83.08)	341	Probable glutathione S-transferase GSTF1 OS=Oryza sativa subsp. japonica GN=GSTF1 PE=1 SV=2
T1_Unigene_BMK.61582	sp|Q7XA40|RGA3_SOLBU	5.66767e-88	234/728(32.14)	315	Putative disease resistance protein RGA3 OS=Solanum bulbocastanum GN=RGA3 PE=2 SV=2
T1_Unigene_BMK.61596	sp|Q10N05|GT32_ORYSJ	2.03258e-102	180/344(52.33)	317	Probable glucuronosyltransferase Os03g0287800 OS=Oryza sativa subsp. japonica GN=Os03g0287800 PE=2 SV=1
T1_Unigene_BMK.61717	sp|Q3YJS9|PT3K1_SOLTU	3.10399e-93	166/385(43.12)	293	Patatin-3-Kuras 1 OS=Solanum tuberosum GN=pat3-k1 PE=1 SV=1
T1_Unigene_BMK.61723	sp|Q9AV71|CESA7_ORYSJ	0	413/446(92.60)	864	Cellulose synthase A catalytic subunit 7 [UDP-forming] OS=Oryza sativa subsp. japonica GN=CESA7 PE=2 SV=1
T1_Unigene_BMK.61734	sp|Q653F4|GT61_ORYSJ	0	442/525(84.19)	903	Probable glucuronosyltransferase Os06g0687900 OS=Oryza sativa subsp. japonica GN=Os06g0687900 PE=2 SV=1
T1_Unigene_BMK.62048	sp|Q9FXD6|ARR11_ARATH	6.27754e-109	192/311(61.74)	342	Two-component response regulator ARR11 OS=Arabidopsis thaliana GN=ARR11 PE=1 SV=1
T1_Unigene_BMK.62131	sp|Q9UQ35|SRRM2_HUMAN	1.59382e-15	94/285(32.98)	84	Serine/arginine repetitive matrix protein 2 OS=Homo sapiens GN=SRRM2 PE=1 SV=2
T1_Unigene_BMK.62236	sp|Q17RH7|TPRXL_HUMAN	1.1121e-07	53/185(28.65)	56	Putative protein TPRXL OS=Homo sapiens GN=TPRXL PE=5 SV=2
T1_Unigene_BMK.62375	sp|P11043|AROA_PETHY	0	373/455(81.98)	748	3-phosphoshikimate 1-carboxyvinyltransferase, chloroplastic OS=Petunia hybrida PE=1 SV=1
T1_Unigene_BMK.62440	sp|Q2V9B0|MY1R1_SOLTU	1.2429e-31	73/172(42.44)	125	Transcription factor MYB1R1 OS=Solanum tuberosum PE=2 SV=1
T1_Unigene_BMK.62528	sp|Q5N892|LAX1_ORYSJ	0	426/490(86.94)	897	Auxin transporter-like protein 1 OS=Oryza sativa subsp. japonica GN=Os01g0856500 PE=2 SV=2
T1_Unigene_BMK.62632	sp|Q6ZQP7|YV021_HUMAN	9.52336e-25	107/303(35.31)	107	Uncharacterized protein LOC284861 OS=Homo sapiens PE=2 SV=1
T1_Unigene_BMK.62648	sp|Q9C882|GTL1_ARATH	1.07836e-125	233/522(44.64)	383	Trihelix transcription factor GTL1 OS=Arabidopsis thaliana GN=GTL1 PE=1 SV=2
T1_Unigene_BMK.62667	sp|Q43250|C71C1_MAIZE	0	425/534(79.59)	842	3-hydroxyindolin-2-one monooxygenase OS=Zea mays GN=CYP71C1 PE=1 SV=1
T1_Unigene_BMK.62955	sp|Q6F357|PLA7_ORYSJ	0	273/373(73.19)	553	Phospholipase A1-II 7 OS=Oryza sativa subsp. japonica GN=Os05g0574100 PE=2 SV=1
T1_Unigene_BMK.62961	sp|O64517|MCA4_ARATH	1.02557e-162	251/421(59.62)	472	Metacaspase-4 OS=Arabidopsis thaliana GN=AMC4 PE=1 SV=1
T1_Unigene_BMK.63043	sp|Q10QP3|HOX13_ORYSJ	1.97089e-36	76/117(64.96)	132	Homeobox-leucine zipper protein HOX13 OS=Oryza sativa subsp. japonica GN=HOX13 PE=2 SV=1
T1_Unigene_BMK.63128	sp|Q653V6|NRAM3_ORYSJ	0	497/551(90.20)	973	Metal transporter Nramp3 OS=Oryza sativa subsp. japonica GN=NRAMP3 PE=2 SV=1
T1_Unigene_BMK.63156	sp|P14928|LEA1_HORVU	2.0649e-37	83/189(43.92)	134	ABA-inducible protein PHV A1 OS=Hordeum vulgare GN=HVA1 PE=2 SV=1
T1_Unigene_BMK.63278	sp|Q43681|NLTP_VIGUN	3.59689e-22	44/97(45.36)	92	Probable non-specific lipid-transfer protein AKCS9 OS=Vigna unguiculata PE=2 SV=1
T1_Unigene_BMK.63329	sp|Q0WUQ1|BAG1_ARATH	1.36672e-64	122/281(43.42)	219	BAG family molecular chaperone regulator 1 OS=Arabidopsis thaliana GN=BAG1 PE=1 SV=1
T1_Unigene_BMK.63478	sp|Q9ZUY3|AROD3_ARATH	2.25613e-90	134/161(83.23)	273	Arogenate dehydratase 3, chloroplastic OS=Arabidopsis thaliana GN=ADT3 PE=1 SV=1
T1_Unigene_BMK.63542	sp|Q9SIA4|MATE5_ARATH	2.88612e-116	183/368(49.73)	362	MATE efflux family protein 5 OS=Arabidopsis thaliana GN=DTXL1 PE=3 SV=1
T1_Unigene_BMK.63682	sp|Q84TH5|AB25G_ARATH	0	342/638(53.61)	630	ABC transporter G family member 25 OS=Arabidopsis thaliana GN=ABCG25 PE=2 SV=1
T1_Unigene_BMK.63899	sp|Q84N28|FOMT1_WHEAT	0	294/297(98.99)	590	Flavone O-methyltransferase 1 OS=Triticum aestivum GN=OMT1 PE=1 SV=1
T1_Unigene_BMK.64190	sp|P82859|LECA_CASCR	3.55584e-52	125/338(36.98)	186	Agglutinin OS=Castanea crenata PE=1 SV=1
T1_Unigene_BMK.64309	sp|Q8LL69|DBNBT_TAXCA	8.02098e-53	143/447(31.99)	189	3&apos;-N-debenzoyl-2&apos;-deoxytaxol N-benzoyltransferase OS=Taxus canadensis GN=TAX10 PE=1 SV=1
T1_Unigene_BMK.64342	sp|Q9SF32|IQD1_ARATH	2.35749e-29	80/283(28.27)	124	Protein IQ-DOMAIN 1 OS=Arabidopsis thaliana GN=IQD1 PE=1 SV=1
T1_Unigene_BMK.64464	sp|P81898|PNAA_PRUDU	3.21155e-165	262/541(48.43)	489	Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A OS=Prunus dulcis PE=1 SV=2
T1_Unigene_BMK.64549	sp|Q5N863|BGL04_ORYSJ	0	378/485(77.94)	816	Beta-glucosidase 4 OS=Oryza sativa subsp. japonica GN=BGLU4 PE=2 SV=1
T1_Unigene_BMK.64607	sp|Q9Y259|CHKB_HUMAN	2.14404e-53	122/345(35.36)	190	Choline/ethanolamine kinase OS=Homo sapiens GN=CHKB PE=1 SV=3
T1_Unigene_BMK.64626	sp|Q9LYT3|TT12_ARATH	4.6301e-152	220/442(49.77)	454	Protein TRANSPARENT TESTA 12 OS=Arabidopsis thaliana GN=TT12 PE=2 SV=1
T1_Unigene_BMK.64651	sp|Q10QF2|HOX12_ORYSJ	3.99233e-101	174/246(70.73)	304	Homeobox-leucine zipper protein HOX12 OS=Oryza sativa subsp. japonica GN=HOX12 PE=2 SV=1
T1_Unigene_BMK.64664	sp|P53393|SUT3_STYHA	1.38466e-127	187/300(62.33)	387	Low affinity sulfate transporter 3 OS=Stylosanthes hamata GN=ST3 PE=2 SV=1
T1_Unigene_BMK.64686	sp|Q6AWW5|Y5262_ARATH	2.67556e-163	266/529(50.28)	488	Ankyrin repeat-containing protein At5g02620 OS=Arabidopsis thaliana GN=At5g02620 PE=1 SV=1
T1_Unigene_BMK.64787	sp|P84516|PER1_SORBI	1.41795e-63	142/333(42.64)	217	Cationic peroxidase SPC4 OS=Sorghum bicolor GN=SORBIDRAFT_03g046810 PE=1 SV=2
T1_Unigene_BMK.64914	sp|Q9LS40|ASPG1_ARATH	6.18235e-80	163/414(39.37)	266	Protein ASPARTIC PROTEASE IN GUARD CELL 1 OS=Arabidopsis thaliana GN=ASPG1 PE=1 SV=1
T1_Unigene_BMK.65055	sp|P52894|ALA2_HORVU	0	463/482(96.06)	932	Alanine aminotransferase 2 OS=Hordeum vulgare PE=1 SV=1
T1_Unigene_BMK.65222	sp|P43396|MT1_COFAR	5.97766e-21	38/59(64.41)	85	Metallothionein-like protein 1 OS=Coffea arabica GN=METAL1 PE=3 SV=1
T1_Unigene_BMK.65270	sp|P52581|IFRH_LUPAL	1.96688e-164	225/313(71.88)	469	Isoflavone reductase homolog OS=Lupinus albus PE=2 SV=1
T1_Unigene_BMK.65539	sp|O35678|MGLL_MOUSE	4.77046e-37	95/304(31.25)	144	Monoglyceride lipase OS=Mus musculus GN=Mgll PE=1 SV=1
T1_Unigene_BMK.65556	sp|Q67U69|FDH2_ORYSJ	0	303/378(80.16)	639	Formate dehydrogenase 2, mitochondrial OS=Oryza sativa subsp. japonica GN=Os06g0486900 PE=2 SV=1
T1_Unigene_BMK.65690	sp|P05336|ADH1_HORVU	0	369/379(97.36)	759	Alcohol dehydrogenase 1 OS=Hordeum vulgare GN=ADH1 PE=2 SV=1
T1_Unigene_BMK.65694	sp|A8KYS5|TAL_FRASN	3.6802e-101	180/353(50.99)	314	Transaldolase OS=Frankia sp. (strain EAN1pec) GN=tal PE=3 SV=1
T1_Unigene_BMK.65817	sp|P74007|SPOT_SYNY3	2.00775e-83	155/371(41.78)	286	Probable guanosine-3&apos;,5&apos;-bis(diphosphate) 3&apos;-pyrophosphohydrolase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=spoT PE=3 SV=1
T1_Unigene_BMK.65905	sp|Q8VZF1|AEE7_ARATH	0	404/563(71.76)	864	Acetate/butyrate--CoA ligase AAE7, peroxisomal OS=Arabidopsis thaliana GN=AAE7 PE=1 SV=1
T1_Unigene_BMK.66712	sp|Q9LM66|XCP2_ARATH	2.22911e-47	76/91(83.52)	162	Xylem cysteine proteinase 2 OS=Arabidopsis thaliana GN=XCP2 PE=2 SV=2
T1_Unigene_BMK.66751	sp|Q42602|C89A2_ARATH	6.91679e-63	97/144(67.36)	206	Cytochrome P450 89A2 OS=Arabidopsis thaliana GN=CYP89A2 PE=2 SV=2
T1_Unigene_BMK.66759	sp|Q17RH7|TPRXL_HUMAN	3.14981e-22	89/260(34.23)	100	Putative protein TPRXL OS=Homo sapiens GN=TPRXL PE=5 SV=2
T1_Unigene_BMK.66873	sp|Q39134|AAP3_ARATH	0	318/471(67.52)	650	Amino acid permease 3 OS=Arabidopsis thaliana GN=AAP3 PE=1 SV=2
T1_Unigene_BMK.66947	sp|Q10R54|SUT1_ORYSJ	0	433/541(80.04)	900	Sucrose transport protein SUT1 OS=Oryza sativa subsp. japonica GN=SUT1 PE=1 SV=1
T1_Unigene_BMK.67113	sp|Q06666|T2_MOUSE	8.96184e-09	44/145(30.34)	57	Octapeptide-repeat protein T2 OS=Mus musculus GN=Srst PE=2 SV=1
T1_Unigene_BMK.67257	sp|Q7XUK4|GUN12_ORYSJ	1.28087e-141	193/219(88.13)	416	Endoglucanase 12 OS=Oryza sativa subsp. japonica GN=GLU3 PE=2 SV=2
T1_Unigene_BMK.67425	sp|Q9LLL8|XSP1_ARATH	1.10275e-162	311/786(39.57)	495	Xylem serine proteinase 1 OS=Arabidopsis thaliana GN=XSP1 PE=2 SV=1
T1_Unigene_BMK.67434	sp|Q944G5|PTR44_ARATH	4.48227e-168	242/463(52.27)	501	Probable peptide/nitrate transporter At3g47960 OS=Arabidopsis thaliana GN=At3g47960 PE=1 SV=3
T1_Unigene_BMK.67653	sp|Q33DQ2|THCAI_CANSA	6.33568e-135	211/526(40.11)	410	Inactive tetrahydrocannabinolic acid synthase OS=Cannabis sativa PE=3 SV=1
T1_Unigene_BMK.67799	sp|Q69P51|CESA9_ORYSJ	6.23539e-155	230/272(84.56)	461	Cellulose synthase A catalytic subunit 9 [UDP-forming] OS=Oryza sativa subsp. japonica GN=CESA9 PE=2 SV=1
T1_Unigene_BMK.68518	sp|P55308|CATA2_HORVU	0	492/494(99.60)	1049	Catalase isozyme 2 OS=Hordeum vulgare GN=CAT2 PE=2 SV=1
T1_Unigene_BMK.68648	sp|Q5JN63|CESA4_ORYSJ	4.74346e-90	137/157(87.26)	290	Cellulose synthase A catalytic subunit 4 [UDP-forming] OS=Oryza sativa subsp. japonica GN=CESA4 PE=2 SV=1
T1_Unigene_BMK.68686	sp|Q2QYL8|WNK8_ORYSJ	0	410/661(62.03)	714	Probable serine/threonine-protein kinase WNK8 OS=Oryza sativa subsp. japonica GN=WNK8 PE=2 SV=1
T1_Unigene_BMK.68958	sp|Q9STE7|R13L3_ARATH	3.0523e-81	219/709(30.89)	284	Putative disease resistance RPP13-like protein 3 OS=Arabidopsis thaliana GN=RPP13L3 PE=3 SV=1
T1_Unigene_BMK.69025	sp|Q9UQ35|SRRM2_HUMAN	1.80452e-37	222/784(28.32)	156	Serine/arginine repetitive matrix protein 2 OS=Homo sapiens GN=SRRM2 PE=1 SV=2
T1_Unigene_BMK.69355	sp|Q75JC9|Y8484_DICDI	3.15306e-17	62/224(27.68)	86	Uncharacterized protein DDB_G0271670 OS=Dictyostelium discoideum GN=DDB_G0271670 PE=4 SV=1
T1_Unigene_BMK.69556	sp|P47917|ZRP4_MAIZE	1.77554e-110	184/366(50.27)	334	O-methyltransferase ZRP4 OS=Zea mays GN=ZRP4 PE=2 SV=1
T1_Unigene_BMK.69659	sp|Q9S7C9|ESCA_ARATH	9.69513e-11	62/250(24.80)	66	Putative DNA-binding protein ESCAROLA OS=Arabidopsis thaliana GN=ESC PE=2 SV=1
T1_Unigene_BMK.69788	sp|P31924|SUS1_ORYSJ	0	550/578(95.16)	1120	Sucrose synthase 1 OS=Oryza sativa subsp. japonica GN=SUS1 PE=1 SV=1
T1_Unigene_BMK.69810	sp|Q9SGZ5|BXL7_ARATH	0	449/750(59.87)	917	Probable beta-D-xylosidase 7 OS=Arabidopsis thaliana GN=BXL7 PE=2 SV=2
T1_Unigene_BMK.69826	sp|Q9M1P7|BOR2_ARATH	0	549/710(77.32)	1117	Probable boron transporter 2 OS=Arabidopsis thaliana GN=BOR2 PE=2 SV=1
T1_Unigene_BMK.69970	sp|Q0IWF3|NIP31_ORYSJ	3.40075e-173	267/302(88.41)	520	Aquaporin NIP3-1 OS=Oryza sativa subsp. japonica GN=NIP3-1 PE=2 SV=2
T1_Unigene_BMK.70190	sp|Q9LJM4|IKU2_ARATH	0	456/999(45.65)	764	Receptor-like protein kinase HAIKU2 OS=Arabidopsis thaliana GN=IKU2 PE=1 SV=1
T1_Unigene_BMK.70302	sp|Q9LT96|Y5977_ARATH	0	464/929(49.95)	865	Probable leucine-rich repeat receptor-like protein kinase At5g49770 OS=Arabidopsis thaliana GN=At5g49770 PE=2 SV=1
T1_Unigene_BMK.70408	sp|Q9SZA7|DRL29_ARATH	0	354/655(54.05)	685	Probable disease resistance protein At4g33300 OS=Arabidopsis thaliana GN=At4g33300 PE=2 SV=3
T1_Unigene_BMK.70436	sp|Q6R2J8|SRF8_ARATH	0	413/714(57.84)	790	Protein STRUBBELIG-RECEPTOR FAMILY 8 OS=Arabidopsis thaliana GN=SRF8 PE=2 SV=1
T1_Unigene_BMK.70635	sp|Q7G794|LOX3_ORYSJ	0	528/727(72.63)	1072	Putative linoleate 9S-lipoxygenase 3 OS=Oryza sativa subsp. japonica GN=Os03g0700400 PE=3 SV=1
T1_Unigene_BMK.71043	sp|Q9ULV0|MYO5B_HUMAN	2.49191e-17	108/459(23.53)	91	Unconventional myosin-Vb OS=Homo sapiens GN=MYO5B PE=1 SV=3
T1_Unigene_BMK.71104	sp|Q9C5U0|AHK4_ARATH	0	595/987(60.28)	1106	Histidine kinase 4 OS=Arabidopsis thaliana GN=AHK4 PE=1 SV=1
T1_Unigene_BMK.71202	sp|Q0WUI9|TPS8_ARATH	1.17548e-144	205/318(64.47)	436	Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 8 OS=Arabidopsis thaliana GN=TPS8 PE=2 SV=1
T1_Unigene_BMK.71325	sp|Q6AT26|CESA1_ORYSJ	0	727/771(94.29)	1504	Probable cellulose synthase A catalytic subunit 1 [UDP-forming] OS=Oryza sativa subsp. japonica GN=CESA1 PE=2 SV=1
T1_Unigene_BMK.71598	sp|Q653U3|ARFQ_ORYSJ	0	807/922(87.53)	1592	Auxin response factor 17 OS=Oryza sativa subsp. japonica GN=ARF17 PE=2 SV=1
T1_Unigene_BMK.71859	sp|Q9FR44|PEAM1_ARATH	0	375/486(77.16)	795	Phosphoethanolamine N-methyltransferase 1 OS=Arabidopsis thaliana GN=NMT1 PE=2 SV=1
T1_Unigene_BMK.72139	sp|O65924|Y2921_ARATH	3.12871e-138	259/674(38.43)	444	Putative leucine-rich repeat receptor-like protein kinase At2g19210 OS=Arabidopsis thaliana GN=At2g19210 PE=3 SV=1
T1_Unigene_BMK.72226	sp|Q69V23|CESA3_ORYSJ	0	948/1093(86.73)	2030	Probable cellulose synthase A catalytic subunit 3 [UDP-forming] OS=Oryza sativa subsp. japonica GN=CESA3 PE=2 SV=1
T1_Unigene_BMK.72351	sp|A1YTM8|MT3A_ORYSJ	2.91956e-28	41/61(67.21)	104	Metallothionein-like protein 3A OS=Oryza sativa subsp. japonica GN=MT3A PE=2 SV=1
T2_Unigene_BMK.17852	sp|P46525|CS120_WHEAT	4.5219e-42	67/96(69.79)	144	Cold-shock protein CS120 OS=Triticum aestivum GN=CS120 PE=2 SV=2
T1_Unigene_BMK.15468	sp|O64411|PAO_MAIZE	0	418/491(85.13)	861	Polyamine oxidase OS=Zea mays GN=PAO PE=1 SV=1
T2_Unigene_BMK.25216	sp|Q02817|MUC2_HUMAN	1.62104e-10	37/108(34.26)	60	Mucin-2 OS=Homo sapiens GN=MUC2 PE=1 SV=2
T2_Unigene_BMK.26897	sp|A3A871|C71Z6_ORYSJ	3.69817e-103	162/311(52.09)	317	Ent-isokaurene C2-hydroxylase OS=Oryza sativa subsp. japonica GN=CYP71Z6 PE=1 SV=1
T2_Unigene_BMK.27222	sp|Q7XN54|YSL16_ORYSJ	0	285/338(84.32)	609	Probable metal-nicotianamine transporter YSL16 OS=Oryza sativa subsp. japonica GN=YSL16 PE=2 SV=2
T2_Unigene_BMK.28232	sp|Q9SZN7|HIP26_ARATH	1.52462e-50	86/158(54.43)	162	Heavy metal-associated isoprenylated plant protein 26 OS=Arabidopsis thaliana GN=HIPP26 PE=1 SV=1
T2_Unigene_BMK.2917	sp|Q9FXG8|BLH10_ARATH	2.01626e-12	32/76(42.11)	65	BEL1-like homeodomain protein 10 OS=Arabidopsis thaliana GN=BLH10 PE=1 SV=1
T2_Unigene_BMK.32446	sp|P46525|CS120_WHEAT	5.69247e-72	121/230(52.61)	225	Cold-shock protein CS120 OS=Triticum aestivum GN=CS120 PE=2 SV=2
T2_Unigene_BMK.32690	sp|Q2QR07|SWT13_ORYSJ	3.79811e-54	99/152(65.13)	177	Bidirectional sugar transporter SWEET13 OS=Oryza sativa subsp. japonica GN=SWEET13 PE=2 SV=1
T2_Unigene_BMK.34478	sp|Q38879|TRXH2_ARATH	3.15067e-11	40/125(32.00)	61	Thioredoxin H2 OS=Arabidopsis thaliana GN=TRX2 PE=2 SV=2
T2_Unigene_BMK.35829	sp|Q0D3N0|PER2_ORYSJ	7.23517e-102	150/202(74.26)	302	Peroxidase 2 OS=Oryza sativa subsp. japonica GN=PRX112 PE=2 SV=1
T2_Unigene_BMK.36458	sp|Q43210|PALY_WHEAT	1.0631e-151	222/230(96.52)	441	Phenylalanine ammonia-lyase OS=Triticum aestivum GN=PAL PE=3 SV=1
T2_Unigene_BMK.36896	sp|Q43681|NLTP_VIGUN	3.54131e-21	39/86(45.35)	85	Probable non-specific lipid-transfer protein AKCS9 OS=Vigna unguiculata PE=2 SV=1
T2_Unigene_BMK.38141	sp|P72745|Y1101_SYNY3	4.61692e-10	25/78(32.05)	57	Universal stress protein Slr1101 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=slr1101 PE=3 SV=1
T2_Unigene_BMK.39248	sp|P29250|LOX2_ORYSJ	2.58719e-50	81/93(87.10)	172	Linoleate 9S-lipoxygenase 2 OS=Oryza sativa subsp. japonica GN=LOX1.1 PE=2 SV=2
T2_Unigene_BMK.39723	sp|Q43681|NLTP_VIGUN	1.72918e-23	41/96(42.71)	93	Probable non-specific lipid-transfer protein AKCS9 OS=Vigna unguiculata PE=2 SV=1
T2_Unigene_BMK.40122	sp|Q9FPQ6|GP1_CHLRE	6.16041e-21	92/281(32.74)	98	Vegetative cell wall protein gp1 OS=Chlamydomonas reinhardtii GN=GP1 PE=2 SV=1
T2_Unigene_BMK.40236	sp|Q96266|GSTF8_ARATH	1.3061e-13	31/63(49.21)	68	Glutathione S-transferase F8, chloroplastic OS=Arabidopsis thaliana GN=GSTF8 PE=2 SV=3
T2_Unigene_BMK.45715	sp|P52580|IFRH_MAIZE	3.43471e-132	155/205(75.61)	326	Isoflavone reductase homolog IRL OS=Zea mays GN=IRL PE=2 SV=1
T2_Unigene_BMK.46378	sp|B9DGD6|ACS_ARATH	2.76364e-163	230/312(73.72)	476	Acetate--CoA ligase ACS, chloroplastic/glyoxysomal OS=Arabidopsis thaliana GN=ACS PE=1 SV=1
T2_Unigene_BMK.46461	sp|P27483|GRP1_ARATH	5.83687e-177	264/376(70.21)	505	Glycine-rich cell wall structural protein OS=Arabidopsis thaliana GN=At3g17050 PE=4 SV=2
T2_Unigene_BMK.47283	sp|Q39134|AAP3_ARATH	0	326/461(70.72)	667	Amino acid permease 3 OS=Arabidopsis thaliana GN=AAP3 PE=1 SV=2
T2_Unigene_BMK.47331	sp|Q5ZMJ9|SRRM1_CHICK	1.9449e-08	59/181(32.60)	60	Serine/arginine repetitive matrix protein 1 OS=Gallus gallus GN=SRRM1 PE=2 SV=1
T2_Unigene_BMK.47359	sp|Q9LS01|AOC3_ARATH	1.42912e-80	119/181(65.75)	250	Allene oxide cyclase 3, chloroplastic OS=Arabidopsis thaliana GN=AOC3 PE=2 SV=1
T2_Unigene_BMK.48181	sp|Q00451|PRF1_SOLLC	5.14361e-95	159/298(53.36)	295	36.4 kDa proline-rich protein OS=Solanum lycopersicum GN=TPRP-F1 PE=2 SV=1
T2_Unigene_BMK.48960	sp|Q8RZQ8|SWT1A_ORYSJ	8.04117e-149	227/276(82.25)	432	Bidirectional sugar transporter SWEET1a OS=Oryza sativa subsp. japonica GN=SWEET1A PE=2 SV=1
T2_Unigene_BMK.49041	sp|Q8VXG7|PALY_MAIZE	1.2001e-99	159/179(88.83)	319	Phenylalanine/tyrosine ammonia-lyase OS=Zea mays GN=PAL1 PE=1 SV=1
T2_Unigene_BMK.49447	sp|Q9FWX2|NAC7_ARATH	5.71078e-71	110/157(70.06)	231	NAC domain-containing protein 7 OS=Arabidopsis thaliana GN=NAC007 PE=2 SV=2
T2_Unigene_BMK.49565	sp|Q43153|CYSC_SPIOL	0	262/371(70.62)	529	Bifunctional L-3-cyanoalanine synthase/cysteine synthase, mitochondrial OS=Spinacia oleracea GN=CYSC PE=1 SV=1
T2_Unigene_BMK.49724	sp|Q6S6W0|GP2_EHV1V	2.20818e-22	115/378(30.42)	103	Glycoprotein gp2 OS=Equine herpesvirus 1 (strain V592) GN=71 PE=3 SV=1
T2_Unigene_BMK.49912	sp|Q6ZQP7|YV021_HUMAN	1.37095e-21	77/192(40.10)	95	Uncharacterized protein LOC284861 OS=Homo sapiens PE=2 SV=1
T2_Unigene_BMK.50138	sp|P27061|PPA1_SOLLC	1.31145e-63	101/229(44.10)	207	Acid phosphatase 1 OS=Solanum lycopersicum GN=APS1 PE=2 SV=1
T2_Unigene_BMK.50162	sp|Q6PZE0|MUC19_MOUSE	1.09072e-22	143/515(27.77)	107	Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2
T2_Unigene_BMK.50416	sp|Q9SAR5|AKR2_ARATH	1.9107e-130	205/355(57.75)	386	Ankyrin repeat domain-containing protein 2 OS=Arabidopsis thaliana GN=AKR2 PE=1 SV=2
T2_Unigene_BMK.50631	sp|Q7XLR1|PIP26_ORYSJ	0	251/284(88.38)	513	Probable aquaporin PIP2-6 OS=Oryza sativa subsp. japonica GN=PIP2-6 PE=2 SV=2
T2_Unigene_BMK.50731	sp|P31862|IBBWP_MAIZE	3.69175e-07	40/99(40.40)	50	Bowman-Birk type wound-induced proteinase inhibitor WIP1 OS=Zea mays GN=WIP1 PE=2 SV=1
T2_Unigene_BMK.50894	sp|Q0J7V9|LSD1_ORYSJ	4.32993e-102	145/166(87.35)	301	Protein LSD1 OS=Oryza sativa subsp. japonica GN=LSD1 PE=2 SV=1
T2_Unigene_BMK.51763	sp|A5H8G4|PER1_MAIZE	1.75979e-167	252/361(69.81)	481	Peroxidase 1 OS=Zea mays GN=PER1 PE=1 SV=1
T2_Unigene_BMK.52748	sp|Q5M729|OPD23_ARATH	0	324/452(71.68)	643	Dihydrolipoyllysine-residue acetyltransferase component 3 of pyruvate dehydrogenase complex, mitochondrial OS=Arabidopsis thaliana GN=At1g54220 PE=1 SV=1
T2_Unigene_BMK.53287	sp|Q9LPL4|SKP2A_ARATH	2.29747e-167	228/341(66.86)	478	F-box protein SKP2A OS=Arabidopsis thaliana GN=SKP2A PE=1 SV=1
T2_Unigene_BMK.53737	sp|Q9FJ45|GDL83_ARATH	8.03632e-91	145/357(40.62)	285	GDSL esterase/lipase At5g45910 OS=Arabidopsis thaliana GN=At5g45910 PE=2 SV=1
T2_Unigene_BMK.53932	sp|Q7XYS3|C74A2_ORYSJ	0	373/467(79.87)	753	Allene oxide synthase 2 OS=Oryza sativa subsp. japonica GN=CYP74A2 PE=2 SV=2
T2_Unigene_BMK.53945	sp|Q9ZVN4|Y1500_ARATH	1.09457e-80	116/161(72.05)	255	Probable tyrosine-protein phosphatase At1g05000 OS=Arabidopsis thaliana GN=At1g05000 PE=1 SV=1
T2_Unigene_BMK.54562	sp|Q9S9N9|CCR1_ARATH	5.96801e-165	223/295(75.59)	467	Cinnamoyl-CoA reductase 1 OS=Arabidopsis thaliana GN=CCR1 PE=1 SV=1
T2_Unigene_BMK.54944	sp|Q9SKK0|EBF1_ARATH	1.23452e-141	210/429(48.95)	421	EIN3-binding F-box protein 1 OS=Arabidopsis thaliana GN=EBF1 PE=1 SV=1
T2_Unigene_BMK.55994	sp|Q9FYG3|PLST2_ARATH	0	310/482(64.32)	617	Probable plastidic glucose transporter 2 OS=Arabidopsis thaliana GN=At1g67300 PE=2 SV=1
T2_Unigene_BMK.57348	sp|Q70DU8|AL3H1_ARATH	0	284/474(59.92)	592	Aldehyde dehydrogenase family 3 member H1 OS=Arabidopsis thaliana GN=ALDH3H1 PE=2 SV=2
